date;errorcode;nb
05102021;8;12751
05102021;254;8942
05102021;17;8354
05102021;15;5763
05102021;75;2278
05102021;5;652
05102021;23;593
05102021;4;333
05102021;51;284
05102021;40;250
05102021;53;81
05102021;67;50
05102021;7;32
05102021;100;27
05102021;57;21
05102021;35;16
05102021;52;15
05102021;56;12
05102021;3;11
05102021;34;9
05102021;48;8
05102021;61;3
05102021;14;3
05102021;156;1
06102021;0;15919299
06102021;24;496699
06102021;10;44341
06102021;1;18724
06102021;8;17559
06102021;2;14822
06102021;254;13569
06102021;17;9692
06102021;15;6811
06102021;5;3509
06102021;75;2349
06102021;23;820
06102021;4;550
06102021;51;271
06102021;40;124
06102021;67;103
06102021;53;86
06102021;57;46
06102021;7;43
06102021;56;43
06102021;35;31
06102021;100;27
06102021;52;9
06102021;3;9
06102021;48;6
06102021;34;5
06102021;16;4
06102021;14;4
06102021;61;1
06102021;216;1
06102021;11;1
07102021;0;15553540
07102021;24;483942
07102021;10;61711
07102021;8;19262
07102021;1;14529
07102021;2;11795
07102021;254;9943
07102021;17;9543
07102021;15;6456
07102021;75;2340
07102021;5;1547
07102021;23;678
07102021;4;469
07102021;51;245
07102021;40;149
07102021;7;79
07102021;53;79
07102021;67;49
07102021;100;46
07102021;56;34
07102021;48;31
07102021;57;29
07102021;61;12
07102021;35;10
07102021;3;8
07102021;52;5
07102021;14;4
07102021;34;3
07102021;16;3
07102021;21;2
07102021;41;1
07102021;255;1
07102021;156;1
08102021;0;15980383
08102021;24;332593
08102021;10;32992
08102021;8;13495
08102021;2;12706
08102021;1;12343
08102021;17;9446
08102021;254;8987
08102021;15;5959
08102021;75;2359
08102021;23;753
08102021;5;633
08102021;51;246
08102021;4;228
08102021;67;83
08102021;53;80
08102021;40;70
08102021;7;50
08102021;57;30
08102021;100;20
08102021;56;19
08102021;52;18
08102021;48;15
08102021;35;9
08102021;34;9
08102021;61;8
08102021;16;6
08102021;3;3
09102021;0;14973975
09102021;24;508626
09102021;10;33750
09102021;8;16251
09102021;1;11779
09102021;2;11644
09102021;17;10159
09102021;254;10069
09102021;15;7049
09102021;75;2406
09102021;40;1017
09102021;23;695
09102021;51;246
09102021;5;231
09102021;7;94
09102021;4;84
09102021;53;80
09102021;67;77
09102021;57;39
09102021;100;21
09102021;56;16
09102021;48;11
09102021;3;10
09102021;35;9
09102021;14;8
09102021;61;5
09102021;52;5
09102021;218;3
09102021;156;2
09102021;16;1
10102021;0;14138054
10102021;24;321741
10102021;10;21941
10102021;8;12884
10102021;2;10820
10102021;254;10728
10102021;1;9665
10102021;17;7761
10102021;15;5668
10102021;75;2458
10102021;23;686
10102021;40;345
10102021;51;219
10102021;5;175
10102021;53;89
10102021;67;78
10102021;100;76
10102021;7;52
10102021;216;49
10102021;4;47
10102021;57;15
10102021;56;11
10102021;3;11
10102021;61;8
10102021;52;6
10102021;34;6
10102021;14;3
10102021;156;2
10102021;41;1
10102021;35;1
10102021;16;1
11102021;0;15361746
11102021;24;282331
11102021;10;38122
11102021;254;17376
11102021;1;12908
11102021;2;12538
11102021;8;12440
11102021;17;8594
11102021;15;5526
11102021;75;2528
11102021;67;2120
11102021;23;672
11102021;5;553
11102021;51;227
11102021;4;138
11102021;53;77
11102021;7;65
11102021;100;31
11102021;40;18
11102021;57;16
11102021;3;11
11102021;52;9
11102021;56;8
11102021;156;7
11102021;34;6
11102021;35;4
11102021;16;3
11102021;48;2
11102021;14;1
12102021;0;15302793
12102021;24;404258
12102021;10;45798
12102021;8;17360
12102021;1;13139
12102021;2;12233
12102021;254;10514
12102021;17;8684
12102021;15;5908
12102021;75;2394
12102021;23;710
12102021;5;644
12102021;51;258
12102021;7;208
12102021;4;131
12102021;53;106
12102021;67;61
12102021;57;36
12102021;40;25
12102021;100;15
12102021;56;10
12102021;34;10
12102021;3;8
12102021;35;6
12102021;52;5
12102021;61;4
12102021;48;3
12102021;14;2
12102021;216;1
13102021;0;16170342
13102021;24;384614
13102021;10;34510
13102021;2;16629
13102021;8;14194
13102021;1;13983
13102021;254;11141
13102021;17;9071
13102021;15;5794
13102021;75;2608
13102021;23;627
13102021;5;479
13102021;51;249
13102021;7;213
13102021;4;120
13102021;67;79
13102021;53;68
13102021;100;52
13102021;57;25
13102021;40;23
13102021;56;17
13102021;34;10
13102021;52;9
13102021;3;9
13102021;61;7
13102021;48;5
13102021;35;5
13102021;16;2
13102021;156;1
13102021;14;1
14102021;0;15539839
14102021;24;596898
14102021;10;91852
14102021;8;19357
14102021;1;13699
14102021;2;13478
14102021;254;10583
14102021;17;9954
14102021;15;5656
14102021;75;2468
14102021;23;660
14102021;35;537
14102021;5;367
14102021;51;255
14102021;4;118
14102021;53;106
14102021;67;74
14102021;7;50
14102021;57;48
14102021;100;21
14102021;40;16
14102021;56;13
14102021;48;12
14102021;3;12
14102021;34;8
14102021;61;7
14102021;52;5
14102021;16;2
14102021;14;2
15102021;0;15860603
15102021;24;316361
15102021;10;122800
15102021;1;15850
15102021;8;14072
15102021;2;13017
15102021;254;9224
15102021;17;9189
15102021;15;5369
15102021;75;2633
15102021;23;648
15102021;5;646
15102021;100;276
15102021;51;226
15102021;4;179
15102021;53;95
15102021;35;57
15102021;67;51
15102021;40;48
15102021;7;44
15102021;57;24
15102021;156;13
15102021;56;10
15102021;3;10
15102021;16;10
15102021;52;4
15102021;48;3
15102021;14;3
15102021;61;2
15102021;34;2
16102021;0;14972230
16102021;24;380276
16102021;10;220145
16102021;8;13869
16102021;2;11604
16102021;1;10532
16102021;17;8891
16102021;254;8556
16102021;15;5981
16102021;75;2544
16102021;23;616
16102021;51;226
16102021;5;200
16102021;53;106
16102021;100;91
16102021;156;51
16102021;7;41
16102021;4;40
16102021;67;36
16102021;57;30
16102021;40;21
16102021;56;15
16102021;35;11
16102021;3;9
16102021;34;8
16102021;61;7
16102021;52;7
16102021;48;6
16102021;14;5
16102021;16;2
16102021;155;1
17102021;0;14397400
17102021;24;389416
17102021;10;98524
17102021;8;13458
17102021;2;11038
17102021;1;10474
17102021;17;7990
17102021;254;7953
17102021;15;5678
17102021;75;2352
17102021;23;657
17102021;51;238
17102021;5;129
17102021;53;91
17102021;67;73
17102021;100;71
17102021;4;66
17102021;57;24
17102021;7;22
17102021;56;14
17102021;40;14
17102021;14;11
17102021;3;9
17102021;52;8
17102021;48;6
17102021;34;6
17102021;16;2
17102021;61;1
17102021;35;1
18102021;0;15605463
18102021;24;311416
18102021;10;37860
18102021;1;15068
18102021;8;13445
18102021;2;13351
18102021;17;8605
18102021;254;8303
18102021;15;5691
18102021;75;2366
18102021;5;1046
18102021;23;647
18102021;40;259
18102021;51;213
18102021;4;163
18102021;53;76
18102021;67;71
18102021;7;58
18102021;57;31
18102021;100;18
18102021;3;13
18102021;56;7
18102021;52;4
18102021;48;3
18102021;35;3
18102021;34;2
18102021;61;1
18102021;16;1
18102021;14;1
19102021;0;15708101
19102021;24;517186
19102021;255;79180
19102021;10;45022
19102021;8;17005
19102021;2;14872
19102021;254;13200
19102021;1;13078
19102021;17;9005
19102021;15;6076
19102021;40;5106
19102021;75;2362
19102021;23;655
19102021;5;527
19102021;7;344
19102021;51;240
19102021;4;228
19102021;53;87
19102021;67;56
19102021;57;35
19102021;100;13
19102021;3;10
19102021;52;6
19102021;48;5
19102021;35;5
19102021;34;4
19102021;56;3
19102021;156;2
19102021;61;1
19102021;218;1
19102021;16;1
19102021;14;1
20102021;0;15852243
20102021;24;550953
20102021;255;115074
20102021;10;45993
20102021;8;17791
20102021;2;13850
20102021;1;13255
20102021;17;9907
20102021;254;7918
20102021;15;6192
20102021;75;2544
20102021;23;703
20102021;5;456
20102021;7;379
20102021;51;224
20102021;53;122
20102021;4;92
20102021;67;82
20102021;57;39
20102021;40;33
20102021;100;24
20102021;56;16
20102021;156;14
20102021;3;13
20102021;34;11
20102021;48;9
20102021;52;7
20102021;14;5
20102021;61;3
20102021;35;3
20102021;218;1
21102021;0;15746920
21102021;24;443366
21102021;255;117687
21102021;10;59988
21102021;1;27009
21102021;8;16841
21102021;2;13857
21102021;17;10167
21102021;254;8462
21102021;15;6461
21102021;75;2405
21102021;7;775
21102021;23;763
21102021;5;343
21102021;51;238
21102021;156;122
21102021;67;121
21102021;53;115
21102021;4;90
21102021;57;47
21102021;40;37
21102021;56;19
21102021;100;18
21102021;3;14
21102021;61;11
21102021;48;7
21102021;52;5
21102021;35;2
21102021;21;2
21102021;16;2
21102021;34;1
22102021;0;15439325
22102021;24;444996
22102021;255;118097
22102021;10;32968
22102021;8;16630
22102021;2;13667
22102021;1;13233
22102021;254;10581
22102021;17;9383
22102021;15;6140
22102021;75;2362
22102021;7;1835
22102021;23;771
22102021;5;527
22102021;51;252
22102021;4;144
22102021;100;134
22102021;53;115
22102021;67;86
22102021;40;47
22102021;57;39
22102021;3;15
22102021;56;14
22102021;52;8
22102021;61;4
22102021;48;4
22102021;34;4
22102021;35;2
22102021;156;2
22102021;16;1
23102021;0;15013460
23102021;24;402913
23102021;255;116763
23102021;10;33500
23102021;8;14602
23102021;1;13329
23102021;2;12545
23102021;17;9066
23102021;254;7670
23102021;15;5823
23102021;75;2461
23102021;7;853
23102021;23;695
23102021;5;282
23102021;51;221
23102021;53;69
23102021;4;65
23102021;67;61
23102021;40;44
23102021;100;34
23102021;57;30
23102021;56;13
23102021;156;11
23102021;3;10
23102021;48;9
23102021;35;7
23102021;61;6
23102021;52;4
23102021;34;1
23102021;14;1
24102021;0;14313861
24102021;24;387541
24102021;255;109853
24102021;10;20438
24102021;8;14799
24102021;2;13157
24102021;1;10755
24102021;17;7760
24102021;254;7700
24102021;15;5625
24102021;75;2328
24102021;23;785
24102021;35;304
24102021;51;280
24102021;5;158
24102021;7;142
24102021;53;92
24102021;67;78
24102021;4;55
24102021;57;42
24102021;100;31
24102021;56;15
24102021;40;14
24102021;34;13
24102021;52;11
24102021;3;8
24102021;48;6
24102021;61;1
24102021;16;1
24102021;14;1
25102021;0;15789981
25102021;24;303170
25102021;255;120722
25102021;10;38536
25102021;2;16921
25102021;1;13958
25102021;8;13676
25102021;17;8407
25102021;254;8380
25102021;15;5778
25102021;75;2403
25102021;23;732
25102021;5;626
25102021;4;513
25102021;7;459
25102021;51;248
25102021;35;122
25102021;53;77
25102021;67;71
25102021;100;49
25102021;57;32
25102021;40;30
25102021;3;14
25102021;56;9
25102021;52;7
25102021;48;5
25102021;61;4
25102021;14;2
25102021;34;1
26102021;0;16009283
26102021;24;681992
26102021;255;120784
26102021;10;55662
26102021;1;21923
26102021;8;20785
26102021;2;15233
26102021;17;10258
26102021;254;8560
26102021;15;6623
26102021;5;3709
26102021;75;2560
26102021;4;1044
26102021;23;680
26102021;51;250
26102021;40;186
26102021;53;154
26102021;67;47
26102021;57;47
26102021;7;45
26102021;100;16
26102021;56;15
26102021;3;13
26102021;52;12
26102021;34;10
26102021;48;5
26102021;35;4
26102021;14;3
26102021;61;1
26102021;16;1
27102021;0;15852331
27102021;24;492184
27102021;255;119763
27102021;10;32512
27102021;8;17041
27102021;1;13275
27102021;2;13126
27102021;17;9570
27102021;254;8469
27102021;15;5980
27102021;75;2512
27102021;23;699
27102021;5;395
27102021;51;268
27102021;4;230
27102021;53;109
27102021;67;56
27102021;7;43
27102021;57;43
27102021;40;34
27102021;156;33
27102021;100;30
27102021;48;23
27102021;3;11
27102021;56;9
27102021;61;6
27102021;35;5
27102021;34;5
27102021;14;5
27102021;52;4
27102021;16;1
28102021;0;15539562
28102021;24;495963
28102021;255;121798
28102021;10;33444
28102021;8;16169
28102021;1;13462
28102021;2;11698
28102021;17;9810
28102021;254;9666
28102021;15;6277
28102021;75;2373
28102021;23;711
28102021;56;653
28102021;5;571
28102021;51;226
28102021;4;208
28102021;53;125
28102021;67;89
28102021;40;56
28102021;100;39
28102021;7;38
28102021;57;36
28102021;48;19
28102021;156;17
28102021;3;9
28102021;34;5
28102021;16;5
28102021;61;4
28102021;52;4
28102021;35;2
28102021;14;2
29102021;0;15615969
29102021;24;375740
29102021;10;133400
29102021;255;124185
29102021;8;13934
29102021;1;13650
29102021;2;12419
29102021;17;8828
29102021;254;8243
29102021;15;5950
29102021;75;2574
29102021;23;672
29102021;5;464
29102021;51;251
29102021;4;164
29102021;100;132
29102021;53;92
29102021;67;49
29102021;40;35
29102021;7;32
29102021;57;31
29102021;3;15
29102021;56;14
29102021;52;7
29102021;14;5
29102021;61;4
29102021;48;3
29102021;34;3
29102021;16;2
29102021;35;1
29102021;156;1
30102021;0;14932588
30102021;24;352214
30102021;10;215796
30102021;255;123818
30102021;254;16712
30102021;8;14650
30102021;2;12467
30102021;1;11785
30102021;17;8705
30102021;15;5751
30102021;75;2422
30102021;23;712
30102021;51;253
30102021;5;178
30102021;100;161
30102021;67;114
30102021;4;104
30102021;53;87
30102021;156;38
30102021;57;27
30102021;7;25
30102021;56;14
30102021;35;11
30102021;40;10
30102021;3;10
30102021;61;6
30102021;52;5
30102021;48;5
30102021;14;5
30102021;34;4
30102021;155;2
30102021;16;1
31102021;0;14333485
31102021;24;335567
31102021;255;115533
31102021;10;104317
31102021;8;14887
31102021;2;12700
31102021;1;10900
31102021;254;9739
31102021;17;8134
31102021;15;5778
31102021;75;2344
31102021;23;654
31102021;51;239
31102021;5;217
31102021;53;102
31102021;67;82
31102021;4;60
31102021;57;40
31102021;100;33
31102021;7;27
31102021;61;23
31102021;40;18
31102021;56;14
31102021;3;10
31102021;52;5
31102021;34;3
31102021;35;2
31102021;16;2
31102021;48;1
31102021;14;1
01112021;0;15009066
01112021;24;316374
01112021;255;61144
01112021;10;33562
01112021;8;15163
01112021;2;13333
01112021;1;13006
01112021;17;8415
01112021;254;7066
01112021;15;5763
01112021;75;2461
01112021;5;780
01112021;23;713
01112021;51;278
01112021;4;169
01112021;35;121
01112021;53;85
01112021;67;73
01112021;40;39
01112021;7;34
01112021;57;27
01112021;56;27
01112021;100;22
01112021;34;21
01112021;3;14
01112021;52;6
01112021;48;5
01112021;14;2
01112021;16;1
02112021;0;16193892
02112021;24;282666
02112021;10;40907
02112021;2;15568
02112021;8;15088
02112021;1;14020
02112021;17;8974
02112021;254;6998
02112021;15;6057
02112021;75;2425
02112021;255;1793
02112021;23;781
02112021;5;354
02112021;51;284
02112021;4;123
02112021;53;89
02112021;156;78
02112021;67;48
02112021;40;39
02112021;7;38
02112021;57;29
02112021;100;21
02112021;56;16
02112021;34;16
02112021;3;9
02112021;48;6
02112021;14;4
02112021;16;3
02112021;52;1
02112021;35;1
03112021;0;16305448
03112021;24;416330
03112021;10;32338
03112021;8;18827
03112021;2;17111
03112021;1;15107
03112021;17;9476
03112021;254;7550
03112021;15;6967
03112021;75;2624
03112021;255;2186
03112021;23;798
03112021;5;419
03112021;51;267
03112021;40;181
03112021;4;143
03112021;53;105
03112021;67;68
03112021;7;37
03112021;57;36
03112021;100;30
03112021;34;27
03112021;56;16
03112021;3;12
03112021;52;7
03112021;48;4
03112021;35;4
03112021;61;3
03112021;156;2
03112021;16;1
04112021;0;16157382
04112021;24;458502
04112021;10;56865
04112021;8;21256
04112021;2;14850
04112021;1;14089
04112021;17;9247
04112021;254;7562
04112021;15;6560
04112021;75;2533
04112021;255;1786
04112021;23;783
04112021;5;337
04112021;51;263
04112021;4;126
04112021;53;104
04112021;67;72
04112021;7;45
04112021;57;43
04112021;100;30
04112021;40;25
04112021;56;17
04112021;3;12
04112021;52;11
04112021;14;8
04112021;61;6
04112021;48;6
04112021;35;5
04112021;34;5
04112021;156;4
04112021;16;2
05112021;0;17390135
05112021;24;366216
05112021;10;36257
05112021;2;17111
05112021;8;16077
05112021;1;13960
05112021;17;8933
05112021;254;7235
05112021;15;5968
05112021;75;2620
05112021;23;740
05112021;255;495
05112021;5;358
05112021;4;252
05112021;51;211
05112021;53;110
05112021;67;80
05112021;7;46
05112021;57;41
05112021;100;27
05112021;40;20
05112021;35;15
05112021;52;14
05112021;3;11
05112021;61;10
05112021;48;10
05112021;56;9
05112021;34;8
05112021;16;8
05112021;156;7
05112021;14;4
06112021;0;15242612
06112021;24;570214
06112021;10;32514
06112021;8;20852
06112021;2;13345
06112021;17;12030
06112021;1;11830
06112021;15;7820
06112021;254;7367
06112021;75;2518
06112021;255;1451
06112021;23;779
06112021;51;280
06112021;5;193
06112021;53;166
06112021;67;78
06112021;35;69
06112021;40;64
06112021;4;63
06112021;7;56
06112021;57;37
06112021;100;30
06112021;56;23
06112021;52;12
06112021;34;10
06112021;14;10
06112021;3;8
06112021;61;6
06112021;48;4
06112021;16;4
06112021;65;2
06112021;156;2
07112021;0;14595185
07112021;24;338073
07112021;10;21336
07112021;8;14137
07112021;2;12568
07112021;1;10484
07112021;17;8072
07112021;254;7283
07112021;15;5725
07112021;75;2467
07112021;255;1642
07112021;23;690
07112021;51;312
07112021;5;151
07112021;53;94
07112021;67;77
07112021;4;57
07112021;57;43
07112021;56;22
07112021;7;19
07112021;100;17
07112021;40;13
07112021;3;11
07112021;61;10
07112021;14;10
07112021;52;7
07112021;48;5
07112021;34;4
07112021;35;2
07112021;156;1
08112021;0;15764178
08112021;24;310547
08112021;10;34793
08112021;8;16026
08112021;1;14522
08112021;2;13530
08112021;17;8747
08112021;254;7698
08112021;15;5585
08112021;75;2668
08112021;23;678
08112021;5;485
08112021;255;259
08112021;51;230
08112021;4;172
08112021;53;93
08112021;67;88
08112021;7;36
08112021;57;26
08112021;40;13
08112021;100;10
08112021;56;9
08112021;3;9
08112021;52;8
08112021;48;8
08112021;34;5
08112021;61;2
08112021;35;2
08112021;16;2
08112021;14;1
09112021;0;16439176
09112021;24;370917
09112021;10;31912
09112021;8;17263
09112021;2;17097
09112021;1;12094
09112021;17;8542
09112021;254;7819
09112021;15;6252
09112021;75;2787
09112021;23;781
09112021;51;335
09112021;5;201
09112021;4;84
09112021;53;62
09112021;7;61
09112021;67;61
09112021;57;26
09112021;40;24
09112021;52;12
09112021;100;10
09112021;34;9
09112021;3;9
09112021;56;7
09112021;48;5
09112021;35;4
09112021;61;3
09112021;156;3
09112021;16;1
10112021;0;18199470
10112021;24;560383
10112021;10;26024
10112021;8;19474
10112021;2;18334
10112021;1;16197
10112021;17;9541
10112021;254;8382
10112021;15;5838
10112021;75;2724
10112021;23;675
10112021;5;654
10112021;4;298
10112021;51;197
10112021;40;166
10112021;67;96
10112021;53;83
10112021;7;44
10112021;57;40
10112021;100;22
10112021;56;21
10112021;3;11
10112021;48;10
10112021;52;7
10112021;156;6
10112021;14;6
10112021;34;5
10112021;35;4
10112021;61;2
10112021;16;2
10112021;18;1
11112021;0;15943285
11112021;24;646101
11112021;10;83511
11112021;8;22442
11112021;2;13313
11112021;17;12984
11112021;1;12305
11112021;15;8185
11112021;254;8162
11112021;75;2615
11112021;23;806
11112021;5;291
11112021;51;261
11112021;53;139
11112021;4;131
11112021;100;69
11112021;57;56
11112021;67;50
11112021;7;45
11112021;34;32
11112021;40;27
11112021;56;18
11112021;3;12
11112021;14;7
11112021;52;6
11112021;48;6
11112021;35;6
11112021;218;4
11112021;61;3
11112021;16;1
12112021;0;15979668
12112021;24;378540
12112021;10;97390
12112021;8;17370
12112021;1;16928
12112021;2;15281
12112021;17;10202
12112021;254;9131
12112021;15;6163
12112021;75;2647
12112021;5;815
12112021;23;802
12112021;51;311
12112021;35;266
12112021;4;177
12112021;53;93
12112021;67;77
12112021;7;46
12112021;57;41
12112021;40;27
12112021;100;21
12112021;61;19
12112021;3;16
12112021;56;15
12112021;34;12
12112021;48;7
12112021;14;5
12112021;52;4
12112021;16;3
12112021;156;3
12112021;20;2
13112021;0;15334341
13112021;24;817829
13112021;10;27240
13112021;8;16834
13112021;254;15375
13112021;2;12108
13112021;1;11530
13112021;17;9041
13112021;15;5912
13112021;75;2695
13112021;23;719
13112021;35;295
13112021;51;247
13112021;5;179
13112021;100;160
13112021;53;124
13112021;255;101
13112021;4;78
13112021;67;65
13112021;57;32
13112021;56;20
13112021;7;17
13112021;40;15
13112021;3;12
13112021;48;10
13112021;61;7
13112021;52;7
13112021;16;5
13112021;14;5
13112021;34;1
14112021;0;14595871
14112021;24;338333
14112021;10;16106
14112021;8;14053
14112021;2;11421
14112021;1;10797
14112021;17;7648
14112021;254;7432
14112021;15;5718
14112021;75;2566
14112021;255;1571
14112021;23;780
14112021;51;233
14112021;5;203
14112021;53;105
14112021;100;82
14112021;67;51
14112021;4;49
14112021;35;41
14112021;40;40
14112021;156;38
14112021;57;33
14112021;7;26
14112021;56;21
14112021;3;14
14112021;52;10
14112021;34;8
14112021;61;6
14112021;16;5
14112021;48;3
14112021;20;2
14112021;14;2
15112021;0;16289058
15112021;24;281355
15112021;10;31319
15112021;1;26261
15112021;2;14336
15112021;8;13544
15112021;17;8411
15112021;254;7308
15112021;15;5651
15112021;5;4386
15112021;75;2516
15112021;255;1624
15112021;4;787
15112021;23;711
15112021;51;230
15112021;53;101
15112021;40;97
15112021;35;80
15112021;67;52
15112021;156;50
15112021;57;34
15112021;7;30
15112021;100;30
15112021;3;18
15112021;56;13
15112021;52;8
15112021;48;5
15112021;61;4
15112021;34;2
15112021;14;2
16112021;0;16668695
16112021;24;423850
16112021;10;47211
16112021;8;18555
16112021;2;17726
16112021;1;13412
16112021;17;9661
16112021;254;8412
16112021;15;6001
16112021;75;2652
16112021;23;775
16112021;5;755
16112021;51;309
16112021;4;172
16112021;40;123
16112021;53;86
16112021;67;48
16112021;7;43
16112021;48;36
16112021;57;31
16112021;156;29
16112021;100;29
16112021;56;10
16112021;3;10
16112021;52;8
16112021;34;7
16112021;16;4
16112021;35;3
16112021;14;2
16112021;155;1
17112021;0;16452121
17112021;24;692192
17112021;10;52954
17112021;1;31406
17112021;8;19730
17112021;2;16671
17112021;254;14932
17112021;17;10360
17112021;15;6405
17112021;75;2763
17112021;23;828
17112021;5;519
17112021;51;307
17112021;4;146
17112021;40;126
17112021;53;103
17112021;67;81
17112021;57;54
17112021;100;50
17112021;7;46
17112021;255;25
17112021;48;22
17112021;56;21
17112021;3;14
17112021;34;10
17112021;61;6
17112021;52;6
17112021;35;3
17112021;214;3
17112021;156;2
17112021;14;2
17112021;218;1
17112021;16;1
18112021;0;16213947
18112021;24;445557
18112021;10;32722
18112021;8;17430
18112021;2;15333
18112021;254;14741
18112021;1;13571
18112021;17;9429
18112021;15;6142
18112021;75;2712
18112021;23;758
18112021;5;473
18112021;51;351
18112021;4;131
18112021;53;97
18112021;67;67
18112021;7;47
18112021;57;43
18112021;255;36
18112021;40;31
18112021;100;24
18112021;56;17
18112021;48;13
18112021;3;6
18112021;14;6
18112021;16;5
18112021;52;4
18112021;35;4
18112021;61;3
18112021;34;3
18112021;218;1
18112021;156;1
19112021;0;15953498
19112021;24;666851
19112021;10;30702
19112021;8;17660
19112021;1;13952
19112021;2;13524
19112021;17;9550
19112021;254;9318
19112021;15;6240
19112021;75;2892
19112021;23;739
19112021;5;657
19112021;51;326
19112021;4;124
19112021;67;94
19112021;53;89
19112021;100;67
19112021;57;47
19112021;7;32
19112021;40;27
19112021;56;16
19112021;3;14
19112021;52;12
19112021;156;12
19112021;48;9
19112021;34;5
19112021;61;4
19112021;14;3
19112021;218;1
19112021;20;1
19112021;16;1
20112021;0;15327278
20112021;24;324679
20112021;10;38774
20112021;8;15107
20112021;1;12574
20112021;2;12303
20112021;17;9512
20112021;254;8067
20112021;15;5967
20112021;75;2712
20112021;23;683
20112021;51;296
20112021;5;278
20112021;4;89
20112021;67;83
20112021;53;81
20112021;40;75
20112021;156;52
20112021;57;45
20112021;100;40
20112021;7;31
20112021;255;20
20112021;3;13
20112021;52;12
20112021;56;9
20112021;35;8
20112021;34;8
20112021;61;3
20112021;14;3
20112021;48;2
20112021;20;1
20112021;16;1
21112021;0;14500361
21112021;24;371477
21112021;10;17010
21112021;8;14729
21112021;2;11814
21112021;1;10201
21112021;254;8561
21112021;17;8082
21112021;15;5709
21112021;75;2677
21112021;23;684
21112021;51;247
21112021;5;198
21112021;156;97
21112021;100;88
21112021;53;82
21112021;67;68
21112021;7;50
21112021;57;44
21112021;40;32
21112021;4;32
21112021;61;14
21112021;3;14
21112021;56;10
21112021;52;9
21112021;14;7
21112021;48;5
21112021;34;5
21112021;155;2
21112021;35;1
21112021;16;1
22112021;0;15732260
22112021;24;320919
22112021;10;31996
22112021;2;14546
22112021;8;13851
22112021;1;13426
22112021;254;8577
22112021;17;8501
22112021;15;5620
22112021;75;2641
22112021;23;742
22112021;5;706
22112021;51;264
22112021;4;121
22112021;53;98
22112021;40;94
22112021;67;62
22112021;7;46
22112021;57;43
22112021;100;28
22112021;56;18
22112021;3;13
22112021;52;9
22112021;34;6
22112021;48;5
22112021;35;3
22112021;218;3
22112021;61;2
22112021;20;2
22112021;16;1
22112021;156;1
23112021;0;16239700
23112021;24;367410
23112021;10;33523
23112021;8;16695
23112021;1;14190
23112021;2;14059
23112021;17;9111
23112021;254;8742
23112021;15;5651
23112021;75;2567
23112021;23;701
23112021;5;685
23112021;51;285
23112021;53;94
23112021;4;93
23112021;67;52
23112021;57;48
23112021;7;37
23112021;100;33
23112021;40;26
23112021;255;16
23112021;56;15
23112021;48;13
23112021;34;12
23112021;3;12
23112021;52;10
23112021;156;4
23112021;61;3
23112021;35;3
23112021;14;2
23112021;20;1
24112021;0;15676511
24112021;24;521143
24112021;10;46101
24112021;8;16675
24112021;1;13499
24112021;2;13263
24112021;17;9949
24112021;254;9002
24112021;15;6277
24112021;75;2608
24112021;23;710
24112021;5;667
24112021;51;307
24112021;4;129
24112021;53;110
24112021;57;62
24112021;67;60
24112021;7;30
24112021;40;20
24112021;52;15
24112021;56;13
24112021;100;11
24112021;156;10
24112021;3;9
24112021;35;5
24112021;61;3
24112021;48;3
24112021;34;2
24112021;14;2
24112021;20;1
25112021;0;15659688
25112021;24;381045
25112021;10;41879
25112021;8;14883
25112021;2;14020
25112021;1;12416
25112021;254;9101
25112021;17;7522
25112021;15;4946
25112021;75;2447
25112021;23;795
25112021;5;763
25112021;4;432
25112021;51;333
25112021;7;110
25112021;67;77
25112021;53;53
25112021;57;51
25112021;100;25
25112021;40;23
25112021;255;21
25112021;52;14
25112021;3;14
25112021;48;13
25112021;56;12
25112021;34;5
25112021;156;4
25112021;35;2
25112021;61;1
25112021;16;1
25112021;14;1
26112021;0;16276082
26112021;24;371435
26112021;10;32028
26112021;2;15873
26112021;8;15361
26112021;1;14238
26112021;254;8299
26112021;17;7346
26112021;15;4884
26112021;75;2586
26112021;5;979
26112021;23;770
26112021;4;465
26112021;51;297
26112021;53;77
26112021;100;53
26112021;57;52
26112021;67;51
26112021;40;34
26112021;7;31
26112021;56;23
26112021;34;14
26112021;3;12
26112021;52;9
26112021;156;5
26112021;61;4
26112021;48;3
26112021;14;3
26112021;35;1
27112021;0;14728007
27112021;10;680796
27112021;24;418142
27112021;8;17004
27112021;2;13227
27112021;1;12155
27112021;254;8013
27112021;17;6965
27112021;15;4813
27112021;75;2543
27112021;67;2085
27112021;23;727
27112021;100;570
27112021;51;302
27112021;5;222
27112021;4;112
27112021;53;92
27112021;156;91
27112021;57;49
27112021;7;35
27112021;56;27
27112021;40;18
27112021;3;13
27112021;48;11
27112021;35;8
27112021;52;7
27112021;34;3
27112021;14;3
27112021;16;2
27112021;61;1
28112021;0;14394737
28112021;24;338753
28112021;10;19355
28112021;8;14030
28112021;2;12619
28112021;1;10663
28112021;254;7640
28112021;17;6242
28112021;15;4395
28112021;75;2561
28112021;23;713
28112021;51;254
28112021;5;213
28112021;100;110
28112021;53;81
28112021;4;72
28112021;67;71
28112021;57;42
28112021;34;32
28112021;7;28
28112021;56;25
28112021;3;14
28112021;40;12
28112021;61;8
28112021;35;6
28112021;52;4
28112021;48;3
28112021;156;2
28112021;16;1
29112021;0;16023715
29112021;24;306700
