date;errorcode;nb
29112021;10;32559
29112021;1;21274
29112021;2;15152
29112021;8;14093
29112021;254;7929
29112021;17;7266
29112021;15;4653
29112021;5;3584
29112021;75;2531
29112021;23;801
29112021;4;685
29112021;51;316
29112021;53;91
29112021;67;81
29112021;7;46
29112021;100;40
29112021;40;36
29112021;57;24
29112021;56;19
29112021;52;9
29112021;3;7
29112021;66;6
29112021;48;6
29112021;35;4
29112021;14;4
29112021;61;3
29112021;156;3
29112021;16;2
29112021;34;1
30112021;0;16962489
30112021;24;415687
30112021;10;38885
30112021;2;21560
30112021;8;19590
30112021;1;13139
30112021;17;9618
30112021;254;8990
30112021;15;6324
30112021;75;3086
30112021;23;1216
30112021;5;957
30112021;51;882
30112021;4;143
30112021;53;100
30112021;57;94
30112021;7;68
30112021;67;51
30112021;100;31
30112021;48;21
30112021;34;21
30112021;40;17
30112021;52;14
30112021;3;12
30112021;156;11
30112021;56;9
30112021;35;2
30112021;21;2
30112021;16;1
30112021;14;1
01122021;0;16126290
01122021;24;673821
01122021;10;32024
01122021;8;25652
01122021;2;16740
01122021;1;13937
01122021;17;10341
01122021;254;8424
01122021;15;6374
01122021;75;2721
01122021;23;981
01122021;5;537
01122021;51;387
01122021;100;367
01122021;4;124
01122021;56;112
01122021;53;101
01122021;57;69
01122021;67;60
01122021;7;46
01122021;40;36
01122021;48;26
01122021;3;16
01122021;14;15
01122021;52;10
01122021;35;8
01122021;34;4
01122021;61;3
01122021;156;2
01122021;21;1
01122021;20;1
02122021;0;16600227
02122021;24;463852
02122021;10;33091
02122021;8;17566
02122021;2;15294
02122021;1;14335
02122021;254;9302
02122021;17;8920
02122021;15;5570
02122021;75;2869
02122021;23;884
02122021;5;528
02122021;51;384
02122021;4;154
02122021;100;122
02122021;53;83
02122021;67;68
02122021;57;43
02122021;7;30
02122021;40;29
02122021;3;16
02122021;56;11
02122021;48;11
02122021;52;7
02122021;61;5
02122021;14;5
02122021;16;2
02122021;35;1
02122021;34;1
02122021;156;1
03122021;0;17462812
03122021;24;500174
03122021;10;57043
03122021;8;19589
03122021;2;16219
03122021;1;15033
03122021;17;10226
03122021;254;9834
03122021;15;6220
03122021;75;3064
03122021;23;794
03122021;5;640
03122021;51;361
03122021;4;125
03122021;53;74
03122021;57;71
03122021;100;69
03122021;67;66
03122021;7;49
03122021;40;37
03122021;156;25
03122021;56;13
03122021;52;10
03122021;3;9
03122021;48;7
03122021;61;6
03122021;14;5
03122021;34;3
03122021;65;2
03122021;21;1
03122021;16;1
04122021;0;15995089
04122021;24;616573
04122021;10;37572
04122021;8;18474
04122021;2;14033
04122021;1;12607
04122021;17;11411
04122021;254;9640
04122021;15;6865
04122021;75;2864
04122021;23;816
04122021;51;342
04122021;100;222
04122021;5;206
04122021;53;142
04122021;67;72
04122021;57;55
04122021;4;49
04122021;7;31
04122021;56;15
04122021;3;14
04122021;40;12
04122021;35;8
04122021;14;7
04122021;52;5
04122021;48;5
04122021;34;5
04122021;16;4
04122021;61;2
05122021;0;14920807
05122021;24;375087
05122021;10;21588
05122021;8;14479
05122021;2;13023
05122021;1;11306
05122021;254;8348
05122021;17;8117
05122021;15;5560
05122021;75;2485
05122021;100;919
05122021;23;804
05122021;51;296
05122021;5;206
05122021;156;95
05122021;53;90
05122021;67;75
05122021;4;56
05122021;57;27
05122021;7;19
05122021;3;17
05122021;14;17
05122021;56;12
05122021;40;12
05122021;61;7
05122021;52;6
05122021;34;4
05122021;20;2
05122021;48;1
05122021;21;1
05122021;155;1
06122021;0;16221311
06122021;24;339834
06122021;10;36179
06122021;2;15324
06122021;8;14455
06122021;1;13429
06122021;17;8932
06122021;254;8240
06122021;15;5798
06122021;75;2829
06122021;23;807
06122021;5;643
06122021;51;304
06122021;4;260
06122021;100;183
06122021;53;90
06122021;67;56
06122021;7;48
06122021;156;47
06122021;57;36
06122021;40;32
06122021;56;16
06122021;3;16
06122021;35;13
06122021;52;8
06122021;14;6
06122021;48;3
06122021;20;2
06122021;61;1
06122021;34;1
07122021;0;17237387
07122021;24;416755
07122021;10;36137
07122021;8;18911
07122021;2;16893
07122021;1;14319
07122021;254;10105
07122021;17;9605
07122021;15;6003
07122021;75;2543
07122021;5;974
07122021;23;887
07122021;156;599
07122021;51;398
07122021;4;121
07122021;40;106
07122021;67;77
07122021;100;69
07122021;53;62
07122021;57;46
07122021;7;40
07122021;3;23
07122021;56;16
07122021;35;13
07122021;52;12
07122021;48;10
07122021;34;8
07122021;16;4
07122021;61;3
07122021;155;2
07122021;218;1
07122021;21;1
08122021;0;17257063
08122021;24;551556
08122021;10;63794
08122021;8;18648
08122021;1;18617
08122021;2;14791
08122021;254;10442
08122021;17;10024
08122021;15;6433
08122021;75;2650
08122021;23;894
08122021;5;730
08122021;51;349
08122021;4;142
08122021;67;85
08122021;53;78
08122021;57;61
08122021;40;59
08122021;100;58
08122021;7;48
08122021;56;36
08122021;34;19
08122021;3;18
08122021;61;9
08122021;52;8
08122021;48;5
08122021;156;5
08122021;35;3
08122021;16;3
08122021;14;2
09122021;0;17682252
09122021;24;660750
09122021;10;109514
09122021;1;19279
09122021;8;18608
09122021;2;17284
09122021;17;12547
09122021;254;9907
09122021;15;7879
09122021;75;2872
09122021;23;965
09122021;5;613
09122021;40;427
09122021;51;373
09122021;100;167
09122021;53;119
09122021;4;117
09122021;7;85
09122021;67;63
09122021;57;48
09122021;56;29
09122021;52;13
09122021;3;12
09122021;48;11
09122021;14;7
09122021;34;6
09122021;61;4
09122021;35;2
09122021;156;2
09122021;22;1
09122021;21;1
10122021;0;16861656
10122021;24;472811
10122021;10;65131
10122021;8;22207
10122021;1;18266
10122021;2;13871
10122021;17;10972
10122021;254;9516
10122021;15;6954
10122021;75;3255
10122021;23;972
10122021;5;764
10122021;51;388
10122021;4;153
10122021;53;89
10122021;57;81
10122021;100;80
10122021;67;76
10122021;7;44
10122021;40;33
10122021;156;17
10122021;48;15
10122021;56;14
10122021;3;13
10122021;52;9
10122021;34;5
10122021;16;5
10122021;14;5
10122021;35;3
10122021;61;2
10122021;21;1
11122021;0;15867865
11122021;24;607206
11122021;10;32684
11122021;8;15706
11122021;2;12847
11122021;1;12057
11122021;17;9819
11122021;254;8771
11122021;15;6248
11122021;75;2477
11122021;23;823
11122021;100;718
11122021;35;531
11122021;5;411
11122021;51;348
11122021;53;93
11122021;67;64
11122021;57;51
11122021;4;46
11122021;7;42
11122021;156;35
11122021;40;27
11122021;56;22
11122021;52;13
11122021;14;9
11122021;3;8
11122021;34;5
11122021;48;3
11122021;16;2
11122021;61;1
12122021;0;15154095
12122021;24;415528
12122021;10;17247
12122021;8;14803
12122021;2;12477
12122021;1;10366
12122021;17;8814
12122021;254;8558
12122021;15;6271
12122021;75;2469
12122021;23;920
12122021;5;324
12122021;51;313
12122021;100;266
12122021;53;97
12122021;67;71
12122021;35;58
12122021;57;48
12122021;4;39
12122021;7;30
12122021;40;22
12122021;56;15
12122021;3;14
12122021;52;11
12122021;61;9
12122021;34;7
12122021;48;2
12122021;14;2
12122021;21;1
12122021;16;1
12122021;156;1
13122021;0;16782887
13122021;24;276249
13122021;10;32273
13122021;1;25222
13122021;8;14617
13122021;2;13360
13122021;17;10041
13122021;254;8795
13122021;5;6440
13122021;15;6115
13122021;75;2927
13122021;23;895
13122021;4;813
13122021;51;360
13122021;53;107
13122021;100;93
13122021;67;60
13122021;7;59
13122021;57;40
13122021;40;29
13122021;34;16
13122021;3;12
13122021;48;11
13122021;56;9
13122021;52;7
13122021;61;5
13122021;156;3
13122021;35;2
13122021;14;2
14122021;0;17078559
14122021;24;439702
14122021;10;38808
14122021;8;17257
14122021;2;13818
14122021;1;13714
14122021;17;10502
14122021;254;9393
14122021;15;6618
14122021;75;2339
14122021;5;1017
14122021;23;937
14122021;51;324
14122021;4;124
14122021;53;83
14122021;40;67
14122021;100;57
14122021;67;49
14122021;7;38
14122021;48;34
14122021;57;30
14122021;56;17
14122021;156;15
14122021;3;10
14122021;52;8
14122021;218;6
14122021;16;5
14122021;14;3
15122021;0;16860316
15122021;24;602508
15122021;10;34642
15122021;8;17231
15122021;2;15231
15122021;1;14375
15122021;17;11198
15122021;254;9545
15122021;15;6705
15122021;75;2848
15122021;23;921
15122021;5;798
15122021;51;347
15122021;4;100
15122021;53;94
15122021;67;69
15122021;57;57
15122021;7;56
15122021;100;48
15122021;40;47
15122021;48;26
15122021;56;20
15122021;255;16
15122021;35;15
15122021;3;14
15122021;14;11
15122021;52;7
15122021;34;4
15122021;61;3
15122021;156;2
16122021;0;16975975
16122021;24;510477
16122021;10;35940
16122021;8;17490
16122021;1;14033
16122021;2;13114
16122021;17;10399
16122021;254;9101
16122021;15;6287
16122021;75;2817
16122021;156;1740
16122021;23;912
16122021;5;850
16122021;67;578
16122021;51;330
16122021;4;141
16122021;53;90
16122021;40;73
16122021;100;67
16122021;57;51
16122021;155;39
16122021;7;32
16122021;52;23
16122021;56;20
16122021;61;11
16122021;3;10
16122021;34;9
16122021;48;7
16122021;35;3
16122021;14;2
17122021;0;17330990
17122021;24;422816
17122021;10;40219
17122021;8;15873
17122021;1;14623
17122021;2;13994
17122021;17;10538
17122021;254;8616
17122021;15;6659
17122021;75;2783
17122021;5;929
17122021;23;919
17122021;51;361
17122021;100;279
17122021;4;98
17122021;53;88
17122021;67;67
17122021;7;62
17122021;57;44
17122021;40;32
17122021;34;26
17122021;56;18
17122021;3;18
17122021;52;13
17122021;48;11
17122021;61;5
17122021;156;5
17122021;14;4
17122021;21;1
17122021;16;1
18122021;0;16137938
18122021;24;412506
18122021;10;38965
18122021;8;16617
18122021;2;12836
18122021;1;12524
18122021;17;10231
18122021;254;8691
18122021;15;6458
18122021;75;2671
18122021;23;824
18122021;100;770
18122021;5;609
18122021;51;299
18122021;53;102
18122021;4;58
18122021;67;50
18122021;57;42
18122021;7;38
18122021;40;27
18122021;48;12
18122021;56;9
18122021;34;9
18122021;35;8
18122021;156;8
18122021;3;7
18122021;61;6
18122021;52;6
18122021;14;2
19122021;0;15403826
19122021;24;326682
19122021;10;20483
19122021;8;14853
19122021;2;12791
19122021;1;10887
19122021;254;8754
19122021;17;8716
19122021;15;6007
19122021;75;2848
19122021;23;798
19122021;100;574
19122021;5;533
19122021;51;309
19122021;53;95
19122021;67;58
19122021;4;51
19122021;57;32
19122021;40;29
19122021;7;26
19122021;56;17
19122021;61;16
19122021;3;14
19122021;156;14
19122021;52;12
19122021;48;5
19122021;14;5
19122021;35;2
19122021;34;2
19122021;16;1
19122021;155;1
20122021;0;16746756
20122021;24;284981
20122021;10;249642
20122021;1;16019
20122021;8;15578
20122021;2;13965
20122021;17;9588
20122021;254;8248
20122021;15;5949
20122021;75;2629
20122021;5;1298
20122021;156;1255
20122021;23;858
20122021;51;305
20122021;40;275
20122021;4;235
20122021;67;196
20122021;100;129
20122021;53;95
20122021;7;74
20122021;57;30
20122021;56;14
20122021;48;14
20122021;52;13
20122021;3;9
20122021;34;8
20122021;155;7
20122021;14;6
20122021;61;3
20122021;35;1
20122021;16;1
21122021;0;17811818
21122021;24;429466
21122021;10;48684
21122021;8;18079
21122021;2;17911
21122021;1;16804
21122021;17;11400
21122021;254;8913
21122021;15;6866
21122021;75;2862
21122021;5;1185
21122021;23;978
21122021;51;336
21122021;4;112
21122021;53;81
21122021;100;75
21122021;7;60
21122021;67;53
21122021;57;37
21122021;40;37
21122021;3;18
21122021;56;11
21122021;52;9
21122021;48;9
21122021;156;7
21122021;35;4
21122021;16;4
21122021;14;3
21122021;61;2
21122021;34;1
22122021;0;17396541
22122021;24;655710
22122021;10;62310
22122021;8;22616
22122021;2;16720
22122021;1;14062
22122021;17;11896
22122021;254;8917
22122021;15;7633
22122021;75;2606
22122021;23;972
22122021;5;724
22122021;51;325
22122021;53;116
22122021;4;106
22122021;67;68
22122021;100;66
22122021;7;63
22122021;57;55
22122021;156;45
22122021;40;17
22122021;35;12
22122021;3;11
22122021;56;10
22122021;48;8
22122021;34;8
22122021;61;6
22122021;14;4
22122021;52;3
23122021;0;16943654
23122021;24;545820
23122021;10;62947
23122021;1;33781
23122021;8;19636
23122021;2;14439
23122021;17;11617
23122021;254;8320
23122021;15;7847
23122021;75;2669
23122021;23;916
23122021;5;790
23122021;51;369
23122021;100;164
23122021;53;125
23122021;4;108
23122021;7;107
23122021;67;73
23122021;57;67
23122021;40;37
23122021;34;34
23122021;156;17
23122021;56;16
23122021;3;15
23122021;52;8
23122021;48;8
23122021;35;3
23122021;61;2
23122021;16;2
23122021;14;1
24122021;0;17438019
24122021;24;402100
24122021;10;150825
24122021;8;16240
24122021;2;15090
24122021;1;14656
24122021;17;10873
24122021;254;9138
24122021;15;7034
24122021;75;2674
24122021;5;1220
24122021;23;902
24122021;51;348
24122021;4;204
24122021;53;133
24122021;67;81
24122021;7;69
24122021;40;58
24122021;57;55
24122021;100;47
24122021;34;17
24122021;56;11
24122021;3;11
24122021;52;10
24122021;14;8
24122021;48;6
24122021;156;6
24122021;16;3
24122021;61;1
25122021;0;16683145
25122021;24;541793
25122021;10;93633
25122021;8;19934
25122021;1;15658
25122021;2;15624
25122021;17;12079
25122021;254;8369
25122021;15;7104
25122021;75;2759
25122021;23;1124
25122021;5;1105
25122021;51;374
25122021;7;238
25122021;4;149
25122021;156;124
25122021;53;104
25122021;67;71
25122021;57;46
25122021;40;42
25122021;100;27
25122021;56;23
25122021;34;20
25122021;3;10
25122021;52;9
25122021;35;9
25122021;48;8
25122021;14;6
25122021;61;4
25122021;16;1
26122021;0;14862810
26122021;24;383328
26122021;10;20393
26122021;8;15305
26122021;2;13209
26122021;1;10580
26122021;17;8739
26122021;254;7613
26122021;15;6390
26122021;75;2349
26122021;23;977
26122021;5;623
26122021;51;291
26122021;67;94
26122021;7;77
26122021;53;76
26122021;100;44
26122021;4;40
26122021;57;34
26122021;40;18
26122021;156;16
26122021;56;13
26122021;3;12
26122021;34;9
26122021;52;7
26122021;48;4
26122021;16;4
26122021;61;3
26122021;35;3
26122021;14;3
27122021;0;15734387
27122021;24;296627
27122021;10;36161
27122021;8;14888
27122021;1;13726
27122021;2;13498
27122021;17;9549
27122021;254;7814
27122021;15;6512
27122021;75;2677
27122021;5;1085
27122021;23;914
27122021;51;311
27122021;40;168
27122021;4;134
27122021;53;119
27122021;7;57
27122021;67;53
27122021;100;37
27122021;57;36
27122021;56;18
27122021;3;17
27122021;34;11
27122021;35;5
27122021;52;4
27122021;16;4
27122021;14;4
27122021;48;2
27122021;156;2
27122021;61;1
28122021;0;17038803
28122021;24;447981
28122021;10;285976
28122021;1;24853
28122021;8;16788
28122021;2;15278
28122021;17;9597
28122021;254;8205
28122021;15;6967
28122021;5;5595
28122021;75;2684
28122021;4;1255
28122021;23;964
28122021;51;332
28122021;53;95
28122021;67;67
28122021;7;65
28122021;40;49
28122021;56;32
28122021;57;30
28122021;100;27
28122021;34;15
28122021;52;13
28122021;3;7
28122021;48;5
28122021;35;4
28122021;16;4
28122021;14;4
28122021;216;2
28122021;61;1
29122021;0;15653045
29122021;24;468943
29122021;10;173212
29122021;8;16983
29122021;1;14418
29122021;2;13638
29122021;254;9990
29122021;17;9447
29122021;15;6650
29122021;75;2493
29122021;23;1028
29122021;5;956
29122021;51;343
29122021;4;304
29122021;53;96
29122021;67;84
29122021;7;45
29122021;57;43
29122021;100;38
29122021;56;36
29122021;48;20
29122021;40;20
29122021;255;20
29122021;3;15
29122021;61;6
29122021;14;6
29122021;52;5
29122021;35;5
29122021;16;3
29122021;34;1
30122021;0;16488613
30122021;24;418066
30122021;10;50722
30122021;8;16726
30122021;2;16342
30122021;1;12632
30122021;17;9758
30122021;254;8124
30122021;15;6817
30122021;75;2581
30122021;23;1026
30122021;5;793
30122021;51;388
30122021;4;170
30122021;53;92
30122021;7;70
30122021;67;64
30122021;56;59
30122021;57;49
30122021;100;41
30122021;40;33
30122021;48;17
30122021;3;11
30122021;14;8
30122021;52;7
30122021;61;5
30122021;214;5
30122021;16;5
30122021;156;5
30122021;35;1
31122021;0;18887421
31122021;24;940797
31122021;8;81727
31122021;10;56369
31122021;2;18421
31122021;1;15056
31122021;17;11100
31122021;254;9784
31122021;15;7441
31122021;75;2099
31122021;23;1144
31122021;5;916
31122021;51;415
31122021;4;229
31122021;53;130
31122021;67;77
31122021;57;52
31122021;40;39
31122021;100;32
31122021;56;23
31122021;7;18
31122021;3;14
31122021;48;9
31122021;52;6
31122021;16;6
31122021;14;5
31122021;156;4
31122021;61;3
01012022;0;18495403
01012022;24;704400
01012022;8;53889
01012022;10;29268
01012022;1;24439
01012022;2;18360
01012022;17;12682
01012022;15;10142
01012022;254;8767
01012022;23;2875
01012022;51;657
01012022;4;397
01012022;75;197
01012022;5;120
01012022;57;78
01012022;67;53
01012022;53;40
01012022;14;24
01012022;100;20
01012022;52;17
01012022;56;14
01012022;156;14
01012022;48;5
01012022;34;5
01012022;61;4
01012022;40;4
01012022;35;3
01012022;218;1
01012022;16;1
02012022;0;13978875
02012022;24;298425
02012022;8;16377
02012022;10;16355
02012022;2;12973
02012022;1;12631
02012022;17;9633
02012022;75;6809
02012022;254;5977
02012022;15;5936
02012022;5;2044
02012022;23;886
02012022;51;302
02012022;4;106
02012022;53;99
02012022;67;83
02012022;56;61
02012022;57;46
02012022;40;44
02012022;100;38
02012022;35;15
02012022;14;15
02012022;52;14
02012022;34;12
02012022;48;11
02012022;3;11
02012022;156;10
02012022;7;4
02012022;61;3
02012022;16;3
03012022;0;17051090
03012022;10;490628
03012022;24;423471
03012022;2;18853
03012022;8;16312
03012022;1;14739
03012022;17;8353
03012022;254;6637
03012022;15;6240
03012022;75;2600
03012022;23;999
03012022;5;949
03012022;51;307
03012022;4;178
03012022;53;127
03012022;7;65
03012022;57;34
03012022;40;32
03012022;100;28
03012022;3;22
03012022;67;20
03012022;56;18
03012022;52;10
03012022;16;7
03012022;48;5
03012022;35;3
03012022;34;2
03012022;218;2
03012022;14;1
04012022;0;16297446
04012022;24;608580
04012022;10;229649
04012022;8;25334
04012022;2;15321
04012022;1;14551
04012022;17;9449
04012022;15;6377
04012022;254;6143
04012022;75;2663
04012022;5;1111
04012022;23;825
04012022;4;375
04012022;51;336
04012022;53;114
04012022;7;81
04012022;57;62
04012022;67;55
04012022;40;25
04012022;56;21
04012022;100;17
04012022;48;7
04012022;35;6
04012022;16;5
04012022;156;5
04012022;52;4
04012022;34;4
04012022;3;4
04012022;14;3
04012022;61;1
05012022;0;16802264
05012022;24;529112
05012022;10;26040
05012022;8;16851
05012022;2;15410
05012022;1;13469
05012022;17;7770
05012022;254;6129
05012022;15;5946
05012022;75;2740
05012022;23;781
05012022;5;686
05012022;51;296
05012022;4;194
05012022;53;103
05012022;67;90
05012022;40;44
05012022;7;38
05012022;57;37
05012022;100;30
05012022;3;13
05012022;255;13
05012022;56;10
05012022;52;9
05012022;48;8
05012022;61;7
05012022;156;7
05012022;14;6
05012022;34;5
05012022;16;5
05012022;35;3
06012022;0;16632736
06012022;24;512815
06012022;10;32631
06012022;8;18146
06012022;2;15197
06012022;1;12291
06012022;17;9043
06012022;254;7161
06012022;15;6664
06012022;75;2635
06012022;255;1800
06012022;5;865
06012022;23;771
06012022;51;301
06012022;4;182
06012022;53;112
06012022;40;104
06012022;67;89
06012022;7;56
06012022;57;42
06012022;156;34
06012022;100;25
06012022;56;17
06012022;3;17
06012022;52;6
06012022;48;6
06012022;16;6
06012022;35;4
06012022;14;4
07012022;0;16750523
07012022;24;455893
07012022;10;29906
07012022;2;16884
07012022;8;15762
07012022;1;13454
07012022;17;8614
07012022;254;7261
07012022;15;5972
07012022;75;2492
07012022;255;1718
07012022;5;821
07012022;23;722
07012022;40;639
07012022;51;285
07012022;4;179
07012022;53;106
07012022;100;106
07012022;156;88
07012022;67;79
07012022;7;71
07012022;57;37
07012022;48;12
07012022;34;12
07012022;52;11
07012022;56;8
07012022;3;7
07012022;61;6
07012022;14;5
07012022;35;3
07012022;16;1
07012022;155;1
08012022;0;15767755
08012022;24;382411
08012022;10;172383
08012022;8;14805
08012022;2;13234
08012022;1;11839
08012022;17;7920
08012022;254;6780
08012022;15;5997
08012022;75;2396
08012022;23;770
08012022;5;455
08012022;51;283
08012022;53;104
08012022;67;91
08012022;4;62
08012022;57;44
08012022;156;42
08012022;7;36
08012022;40;24
08012022;56;18
08012022;34;17
08012022;3;15
08012022;100;14
08012022;48;12
08012022;35;10
08012022;52;8
08012022;14;4
08012022;61;3
08012022;16;2
08012022;218;1
08012022;155;1
09012022;0;15084054
09012022;24;342396
09012022;10;16663
09012022;8;14057
09012022;2;12930
09012022;1;10860
09012022;17;7400
09012022;254;6878
09012022;15;5513
09012022;75;2394
09012022;23;740
09012022;5;543
09012022;51;273
09012022;53;104
09012022;67;68
09012022;4;54
09012022;57;46
09012022;7;28
09012022;34;19
09012022;40;18
09012022;56;17
09012022;3;14
09012022;100;14
09012022;52;6
09012022;48;6
09012022;61;4
09012022;156;4
09012022;14;4
10012022;0;17047944
10012022;24;364475
10012022;10;113996
10012022;8;43680
10012022;2;15727
10012022;1;14086
10012022;17;7789
10012022;254;6851
10012022;15;6262
10012022;75;2821
10012022;23;1298
10012022;5;941
10012022;51;668
10012022;4;137
10012022;53;93
10012022;40;79
10012022;67;78
10012022;57;74
10012022;7;51
10012022;100;27
10012022;56;14
10012022;48;14
10012022;3;14
10012022;52;8
10012022;16;8
10012022;61;5
10012022;156;5
10012022;35;3
10012022;34;3
10012022;65;1
10012022;216;1
10012022;14;1
11012022;0;16866660
11012022;24;409512
11012022;10;32107
11012022;1;21576
11012022;8;17357
11012022;2;15270
11012022;17;7946
11012022;254;6307
11012022;15;6105
11012022;75;2682
11012022;5;1193
11012022;23;840
11012022;51;323
11012022;4;210
11012022;53;87
11012022;67;74
11012022;40;45
11012022;57;32
11012022;7;28
11012022;48;22
11012022;3;13
11012022;100;12
11012022;52;11
11012022;34;10
11012022;56;5
11012022;218;4
11012022;35;3
11012022;16;3
11012022;156;3
11012022;14;2
11012022;61;1
12012022;0;16891803
12012022;24;471156
12012022;10;29382
12012022;1;20768
12012022;2;17005
12012022;8;16792
12012022;17;8183
12012022;254;6668
12012022;15;6296
12012022;75;2457
12012022;5;904
12012022;23;827
12012022;51;340
12012022;4;122
12012022;53;91
12012022;67;80
12012022;40;53
12012022;57;47
12012022;7;41
12012022;56;26
12012022;100;22
12012022;48;18
12012022;156;14
12012022;3;12
12012022;61;4
12012022;34;4
12012022;52;3
12012022;35;2
12012022;16;2
12012022;14;2
12012022;218;1
13012022;0;17399895
13012022;24;555564
13012022;10;30580
13012022;8;18566
13012022;1;15425
13012022;2;14623
13012022;17;8927
13012022;254;6487
13012022;15;6293
13012022;75;2542
13012022;23;853
13012022;5;758
13012022;51;260
13012022;4;114
13012022;53;107
13012022;67;66
13012022;34;61
13012022;7;51
13012022;57;40
13012022;100;29
13012022;40;22
13012022;48;19
13012022;3;17
13012022;56;13
13012022;156;11
13012022;14;11
13012022;52;6
13012022;61;4
13012022;35;2
13012022;16;2
14012022;0;16832014
14012022;24;434727
14012022;10;292707
14012022;8;15811
14012022;1;14044
14012022;2;13720
14012022;17;8756
14012022;15;6847
14012022;254;5808
14012022;75;2411
14012022;5;999
14012022;23;758
14012022;51;301
14012022;156;174
14012022;4;153
14012022;67;84
14012022;53;75
14012022;34;70
14012022;7;51
14012022;57;45
14012022;40;45
14012022;56;23
14012022;100;19
14012022;48;14
14012022;52;13
14012022;61;10
14012022;3;9
14012022;16;3
14012022;14;3
14012022;155;2
15012022;0;16305247
15012022;24;384488
15012022;10;282642
15012022;8;14669
15012022;2;13139
15012022;1;11818
15012022;17;8037
15012022;15;6365
15012022;254;5504
15012022;75;2336
15012022;23;765
15012022;5;567
15012022;67;498
15012022;51;255
15012022;156;215
15012022;4;203
15012022;53;81
15012022;7;55
15012022;34;41
15012022;40;36
15012022;57;29
15012022;48;20
15012022;35;12
15012022;56;11
15012022;100;11
15012022;3;9
15012022;52;7
15012022;155;5
15012022;61;4
15012022;14;4
16012022;0;15659027
16012022;24;351927
16012022;10;17485
16012022;8;14224
16012022;2;13141
16012022;1;10534
16012022;17;7725
16012022;15;5892
16012022;254;5514
16012022;75;2541
16012022;23;782
16012022;5;355
16012022;51;290
16012022;4;137
16012022;53;80
16012022;67;73
16012022;57;41
16012022;34;39
16012022;7;28
16012022;35;22
16012022;48;17
16012022;40;16
16012022;100;11
16012022;3;7
16012022;56;5
16012022;16;4
16012022;61;3
16012022;52;3
16012022;14;1
17012022;0;16386774
17012022;24;337166
17012022;10;30936
17012022;2;14590
17012022;1;14102
17012022;8;13840
17012022;17;7978
17012022;254;5997
17012022;15;5676
17012022;75;2443
17012022;5;850
17012022;23;744
17012022;4;298
17012022;51;248
17012022;156;171
17012022;53;90
17012022;67;86
17012022;34;60
17012022;40;44
17012022;7;40
17012022;57;35
17012022;56;16
17012022;100;16
17012022;3;12
17012022;52;10
17012022;16;9
17012022;48;5
17012022;155;4
17012022;61;3
17012022;14;1
18012022;0;16918289
18012022;24;440296
18012022;10;33395
18012022;1;17633
18012022;8;16559
18012022;2;14862
18012022;17;8371
18012022;254;6161
18012022;15;6022
18012022;5;3315
18012022;75;2451
18012022;23;930
18012022;4;786
18012022;51;298
18012022;53;99
18012022;40;78
18012022;67;74
18012022;34;51
18012022;7;41
18012022;57;40
18012022;156;18
18012022;100;17
18012022;48;15
18012022;16;15
18012022;56;8
18012022;52;8
18012022;3;5
18012022;14;2
18012022;35;1
19012022;0;16489819
19012022;24;477442
19012022;10;26979
19012022;8;15919
19012022;2;13865
19012022;1;13230
19012022;17;8173
19012022;254;6624
19012022;15;5848
19012022;75;2365
19012022;5;788
19012022;23;768
19012022;4;342
19012022;51;254
19012022;100;196
19012022;34;163
19012022;53;80
19012022;67;76
19012022;40;32
19012022;7;29
19012022;57;29
19012022;56;17
19012022;3;16
19012022;48;12
19012022;156;11
19012022;61;6
19012022;52;5
19012022;35;3
19012022;218;1
19012022;16;1
19012022;14;1
20012022;0;16748638
20012022;24;439584
20012022;10;55696
20012022;1;39365
20012022;8;16581
20012022;2;13300
20012022;17;8278
20012022;15;6448
20012022;254;6400
20012022;75;2452
20012022;5;1036
20012022;23;788
20012022;4;385
20012022;51;270
20012022;56;91
20012022;53;81
20012022;156;69
20012022;67;60
20012022;40;51
20012022;7;43
20012022;48;34
20012022;100;31
20012022;57;28
20012022;3;17
20012022;61;10
20012022;14;7
20012022;34;5
20012022;16;4
20012022;52;3
20012022;35;3
20012022;155;1
21012022;0;17388231
21012022;24;385894
21012022;10;231094
21012022;8;15277
21012022;2;14971
21012022;1;14599
21012022;17;8493
21012022;254;6625
21012022;15;5935
21012022;75;2535
21012022;23;850
21012022;5;816
21012022;4;316
21012022;100;315
21012022;51;284
21012022;53;89
21012022;67;79
21012022;7;42
21012022;57;35
21012022;34;34
21012022;40;18
21012022;48;13
21012022;56;9
21012022;3;8
21012022;52;5
21012022;61;4
21012022;14;4
21012022;16;1
21012022;156;1
22012022;0;16584045
22012022;24;609623
22012022;10;351665
22012022;8;18067
22012022;2;13265
22012022;1;12363
22012022;17;8365
22012022;15;6246
22012022;254;5792
22012022;75;2305
22012022;23;909
22012022;5;660
22012022;4;266
22012022;51;259
22012022;100;209
22012022;53;81
22012022;67;73
22012022;7;49
22012022;57;31
22012022;56;29
22012022;34;23
22012022;40;18
22012022;52;9
22012022;214;8
22012022;48;7
22012022;3;7
22012022;35;6
22012022;156;4
22012022;16;3
22012022;61;2
22012022;14;2
23012022;0;16071746
23012022;24;370921
23012022;10;91591
23012022;8;16418
23012022;2;14817
23012022;1;11492
23012022;17;6832
23012022;15;5851
23012022;254;5780
23012022;75;2238
23012022;23;873
23012022;5;632
23012022;51;333
23012022;4;262
23012022;100;165
